"id:ID","name","mandatory","enabled","uri","uuid","canonical"
"61","Relationship to Non-Study Treatment","False","True","https://bc.d4k.dk/cdisc/relationship_to_non-study_treatment","e261e646-eadd-459b-96f5-02a3e3baa22e",""
"62","Action taken","False","True","https://bc.d4k.dk/cdisc/action_taken","7f4002b3-239a-420f-8b14-0b0cedd678bd",""
"63","Other Action Taken","False","True","https://bc.d4k.dk/cdisc/other_action_taken","1d030ff1-4188-4bf8-b0b3-8e5f7e74bed1",""
"64","Concomitant or Additional Treatment Given","False","True","https://bc.d4k.dk/cdisc/concomitant_or_additional_treatment_given","82dce030-47b1-46f2-9e61-95bc33b33f02",""
"65","Outcome","False","True","https://bc.d4k.dk/cdisc/outcome","df63c4d3-b2f3-4af4-8c4e-0dd7d98803db",""
"66","Pattern of Event","False","True","https://bc.d4k.dk/cdisc/pattern_of_event","4e70741f-f56e-4bee-b9f6-ba6fec908e5e",""
"67","Hospitalization Required","False","True","https://bc.d4k.dk/cdisc/hospitalization_required","2839c301-9f4b-419a-ab25-6bef74d86741",""
"68","Is Life Threatening","False","True","https://bc.d4k.dk/cdisc/is_life_threatening","f27ab997-969c-44fe-8ace-54e318c60c7a",""
"69","Occurred with Overdose","False","True","https://bc.d4k.dk/cdisc/occurred_with_overdose","8e0d9126-7326-442d-8a43-81a2e5bac480",""
"70","Other Medically Important Serious Event","False","True","https://bc.d4k.dk/cdisc/other_medically_important_serious_event","3ad2f31e-e064-4246-ae75-dc721ff5bd89",""
"71","Involves Cancer","False","True","https://bc.d4k.dk/cdisc/involves_cancer","1550b034-8057-4392-8a08-00620e8961b9",""
"72","Results in Death","False","True","https://bc.d4k.dk/cdisc/results_in_death","a02b2af2-57ff-4041-9cf6-bd3c6f94564e",""
"73","Standard Toxicity Grade","False","True","https://bc.d4k.dk/cdisc/standard_toxicity_grade","98def77c-f1a7-451a-a105-bacc054ecd4c",""
"74","Start Date Time","True","True","https://bc.d4k.dk/cdisc/start_date_time","bde97b2f-2fa6-49a2-8670-02c2cfb69324","PERIOD START"
"75","End Date Time","True","True","https://bc.d4k.dk/cdisc/end_date_time","d21cc096-0aa8-4fb7-9266-c3b3cb43d259","PERIOD END"
"76","Location of Event","False","True","https://bc.d4k.dk/cdisc/location_of_event","840ed689-934f-48bb-a150-52f3e613869d",""
"77","Congenital Anomaly or Birth Defect","False","True","https://bc.d4k.dk/cdisc/congenital_anomaly_or_birth_defect","93e38f42-d3f0-4b4f-a3f3-7bccfc27374b",""
"78","Persist or Significant Disability/Incapacity","False","True","https://bc.d4k.dk/cdisc/persist_or_significant_disability/incapacity","21624c88-8323-400e-a618-4e7afaf1031e",""
"79","Intervention Type","True","True","https://bc.d4k.dk/cdisc/bc_template/intervention/intervention_type","76d69aef-dd7b-480c-96d0-1d8e4ae67f31",""
"80","Intervention","True","True","https://bc.d4k.dk/cdisc/intervention","c2cd04cd-d00c-4584-a7e4-ce41896986df","TREATMENT"
"81","Start Date Time","True","True","https://bc.d4k.dk/cdisc/start_date_time","e72f25d3-9896-41b1-8807-9d29bcfb3ff2","PERIOD START"
"82","End Date Time","True","True","https://bc.d4k.dk/cdisc/end_date_time","607e0614-ab1d-4774-8dc1-4aad3c52d946","PERIOD END"
"83","Result","True","True","https://bc.d4k.dk/cdisc/result","f4b66d42-44eb-4c41-9edf-5feded204f22",""
"84","Event Type","True","True","https://bc.d4k.dk/cdisc/bc_template/medical_event_observation/event_type","3088a1bc-0895-41bc-b910-cc1d1d49dfe9",""
"85","Event","True","True","https://bc.d4k.dk/cdisc/event","22a64889-1564-45e5-a412-a6e7ffc831dd","TERM"
"86","Result","True","True","https://bc.d4k.dk/cdisc/result","cbdece88-0f2a-4c6f-b205-28ba9ed72a11",""
"87","Start Date Time","True","True","https://bc.d4k.dk/cdisc/start_date_time","25eb5f73-c94a-4f0d-936d-3cdbe6cf73a2","PERIOD START"
"88","End Date Time","True","True","https://bc.d4k.dk/cdisc/end_date_time","2cecedb2-530c-41ac-960b-7037a02e14c2","PERIOD END"
